funding_amount,num_funding_rounds,industry_sector,location,num_milestones,team_size,years_active,success_probability,success_outcome
26.17,3,FinTech,Toronto,9,92,7.4,55.44,0
31.69,1,FinTech,Boston,13,8,2.8,54.08,1
21.7,1,EdTech,Berlin,14,236,0.9,51.1,0
24.32,7,FinTech,London,2,91,0.8,58.93,1
79.33,4,EdTech,San Francisco,15,43,1.3,59.46,0
61.93,3,Cybersecurity,San Francisco,15,121,7.1,69.19,1
1.03,3,SaaS,New York,13,40,4.4,54.45,1
13.23,2,FinTech,Bangalore,9,197,3.1,58.51,1
15.42,6,SaaS,Bangalore,7,20,2.9,64.56,0
3.15,5,HealthTech,Seattle,16,125,11.4,73.85,1
19.97,7,CleanTech,Bangalore,15,99,1.7,59.71,1
63.36,3,FinTech,San Francisco,9,11,3.9,59.17,1
6.13,4,CleanTech,Bangalore,13,14,5.8,62.64,1
25.44,1,SaaS,Austin,7,130,0.3,44.13,1
7.27,7,FinTech,San Francisco,13,99,11.1,80.33,1
9.28,4,E-commerce,Singapore,1,34,1.5,45.47,0
79.63,4,SaaS,Boston,16,36,8.3,69.19,1
10.56,3,CleanTech,Austin,9,201,7.7,61.98,1
28.85,2,AI/ML,Singapore,10,183,9.8,66.37,1
2.8,7,CleanTech,Boston,3,152,7.9,74.75,1
117.02,4,SaaS,Singapore,9,208,9.3,65.14,1
33.2,5,FinTech,New York,0,19,5.2,61.37,1
15.14,1,HealthTech,San Francisco,16,172,6.0,70.2,1
32.32,2,SaaS,Boston,13,188,8.5,68.97,0
4.44,6,SaaS,Berlin,8,51,7.0,61.21,1
59.3,1,CleanTech,Austin,15,135,6.3,54.39,0
13.14,1,SaaS,New York,14,192,2.7,53.3,0
14.82,6,CleanTech,Singapore,2,151,3.3,61.45,0
11.12,3,HealthTech,Seattle,0,63,4.5,55.15,1
10.17,2,SaaS,Seattle,4,166,0.4,45.46,1
36.4,4,CleanTech,Austin,0,190,5.2,53.59,0
23.47,2,FinTech,San Francisco,10,4,0.3,46.95,1
34.87,1,EdTech,San Francisco,9,142,6.9,60.05,0
18.02,1,CleanTech,Berlin,9,127,8.5,68.73,1
30.36,1,AI/ML,San Francisco,1,92,6.9,55.5,0
11.96,2,CleanTech,Austin,16,12,8.4,56.0,0
168.97,5,AI/ML,Bangalore,17,22,0.3,54.49,1
3.79,3,CleanTech,Boston,10,188,1.0,57.54,1
64.13,1,Cybersecurity,Singapore,0,207,8.5,57.89,0
71.37,1,Cybersecurity,Boston,7,105,9.7,60.84,1
7.75,4,FinTech,Bangalore,12,235,8.7,67.96,0
168.89,6,AI/ML,Toronto,13,232,8.1,71.89,1
49.18,3,FinTech,Seattle,4,167,8.6,68.34,0
48.0,1,HealthTech,Berlin,14,146,9.0,74.92,1
18.69,2,EdTech,Seattle,17,241,8.8,67.98,0
14.63,4,E-commerce,Bangalore,9,153,8.9,65.02,1
14.74,2,SaaS,Boston,6,233,1.2,50.88,0
26.86,7,CleanTech,Toronto,9,244,1.0,57.32,1
73.79,6,EdTech,Berlin,0,50,4.5,60.54,1
21.79,3,AI/ML,Berlin,9,165,6.5,67.83,1
7.3,7,CleanTech,Boston,0,183,9.2,66.54,1
41.45,3,Cybersecurity,Toronto,0,205,4.2,60.19,0
45.66,1,HealthTech,Singapore,9,88,3.5,55.57,1
34.98,7,E-commerce,Toronto,9,215,9.4,75.37,1
38.3,7,FinTech,Toronto,17,122,3.2,69.8,0
13.86,3,AI/ML,New York,9,97,9.9,69.57,1
7.18,5,SaaS,Toronto,17,40,2.4,55.57,1
7.63,2,Cybersecurity,Toronto,14,81,4.5,57.21,0
3.54,5,CleanTech,Austin,6,243,5.0,66.77,1
23.03,5,Cybersecurity,Bangalore,16,179,3.8,62.85,0
16.72,5,CleanTech,London,8,182,0.3,60.56,0
11.7,4,SaaS,Boston,10,224,3.1,57.08,1
0.95,5,E-commerce,Austin,1,68,4.3,58.29,0
5.22,4,FinTech,Boston,3,166,4.0,61.97,0
55.75,6,AI/ML,San Francisco,9,94,9.5,72.09,1
9.35,2,FinTech,Berlin,4,212,0.9,51.29,0
26.06,4,E-commerce,Singapore,10,106,4.9,64.68,1
4.52,3,Cybersecurity,Berlin,1,214,0.7,44.78,0
76.61,4,E-commerce,London,4,187,11.2,65.58,0
15.74,1,CleanTech,Boston,11,193,9.5,63.73,1
24.29,3,HealthTech,Singapore,11,231,11.8,79.28,1
186.01,7,Cybersecurity,Toronto,17,198,10.9,76.37,1
82.8,1,AI/ML,San Francisco,16,81,4.0,63.61,0
13.38,5,E-commerce,Boston,14,131,8.4,69.64,1
10.04,5,CleanTech,Bangalore,0,119,3.9,52.38,1
13.12,4,E-commerce,Toronto,10,18,10.7,65.59,1
30.26,1,EdTech,Bangalore,4,149,5.1,50.86,0
16.36,1,AI/ML,New York,4,110,4.7,56.2,1
12.24,2,E-commerce,Seattle,3,99,11.0,55.68,1
78.82,1,CleanTech,New York,8,29,10.1,62.93,1
16.21,1,SaaS,Toronto,2,127,11.6,66.22,1
181.2,2,AI/ML,London,9,145,1.1,58.28,1
19.9,2,AI/ML,Austin,2,28,3.1,57.3,0
108.34,6,FinTech,San Francisco,9,159,3.8,72.16,1
25.98,5,FinTech,Singapore,11,43,5.3,65.31,1
47.61,1,FinTech,Toronto,3,37,5.8,51.9,0
8.81,5,E-commerce,Toronto,1,101,3.7,52.83,1
7.74,1,SaaS,Bangalore,14,98,9.5,56.23,1
28.78,3,CleanTech,Toronto,13,228,2.9,57.36,0
48.84,1,E-commerce,Singapore,4,18,8.4,55.67,1
18.92,1,HealthTech,Toronto,15,88,10.3,71.8,0
5.02,1,FinTech,Bangalore,3,184,7.4,60.4,1
4.66,4,EdTech,Seattle,16,63,4.4,56.7,1
4.36,4,Cybersecurity,Singapore,2,245,2.5,50.6,0
3.1,3,FinTech,Toronto,11,186,1.9,56.24,1
20.28,5,HealthTech,New York,0,236,9.0,70.88,1
55.98,6,FinTech,Berlin,3,237,5.8,67.2,1
17.93,6,SaaS,Boston,7,29,0.8,60.94,0
1.9,5,Cybersecurity,New York,1,115,11.8,69.83,1
15.02,4,E-commerce,New York,8,186,8.2,69.56,1
15.44,4,SaaS,New York,4,4,10.2,57.75,1
147.82,2,HealthTech,Toronto,1,114,5.4,63.44,1
4.23,4,EdTech,Singapore,17,172,11.5,66.7,1
12.3,1,AI/ML,New York,17,198,2.6,62.36,1
100.07,7,EdTech,Berlin,17,104,2.5,64.31,0
28.5,3,E-commerce,Berlin,2,216,10.7,63.84,0
31.92,6,Cybersecurity,London,6,169,10.7,74.27,1
20.38,7,HealthTech,Berlin,5,13,6.1,66.92,1
25.28,4,EdTech,Bangalore,5,70,1.8,55.41,1
39.55,7,HealthTech,London,7,234,3.9,73.58,1
8.09,4,E-commerce,Berlin,9,2,9.1,65.28,0
43.73,1,SaaS,London,8,28,10.2,64.58,1
4.6,1,EdTech,Boston,5,87,4.4,59.3,0
25.24,1,HealthTech,Toronto,17,248,1.0,54.42,1
21.73,7,FinTech,Seattle,17,176,8.1,79.29,1
9.81,4,SaaS,Singapore,5,38,9.0,66.76,0
17.77,3,E-commerce,Berlin,3,99,5.3,53.27,0
9.75,4,HealthTech,Berlin,9,235,7.1,67.5,0
6.22,2,FinTech,Singapore,6,56,11.9,68.93,0
12.76,7,SaaS,Singapore,17,144,3.2,67.72,1
6.03,7,E-commerce,London,7,117,7.0,70.4,1
25.1,1,EdTech,Berlin,0,190,7.4,56.56,1
5.75,6,EdTech,London,2,188,6.7,65.23,0
37.04,3,HealthTech,Boston,1,208,10.5,54.42,1
5.58,1,E-commerce,Singapore,6,31,7.4,61.31,0
10.32,7,CleanTech,Toronto,5,114,6.2,65.94,1
9.73,1,CleanTech,Singapore,15,173,1.7,48.78,1
68.38,2,AI/ML,Singapore,16,105,8.5,63.05,1
25.29,1,E-commerce,Toronto,2,167,1.8,44.86,1
14.71,4,SaaS,Boston,17,159,0.6,56.59,1
29.93,5,FinTech,San Francisco,10,93,6.0,66.82,1
2.21,3,EdTech,Boston,5,26,7.0,54.31,0
17.41,1,E-commerce,Singapore,7,242,12.0,67.15,1
133.96,1,E-commerce,Toronto,7,206,8.6,68.91,1
20.75,7,Cybersecurity,London,3,223,10.2,77.77,0
19.45,6,Cybersecurity,Singapore,15,76,4.4,71.29,0
31.44,7,HealthTech,San Francisco,0,80,6.3,65.93,1
44.51,4,FinTech,Berlin,1,82,11.7,69.07,1
2.47,4,EdTech,Berlin,4,9,5.2,55.52,1
3.38,6,Cybersecurity,London,2,44,9.7,66.42,1
22.43,5,CleanTech,Singapore,1,78,6.5,59.6,0
8.89,4,FinTech,Seattle,6,246,2.9,65.29,1
67.49,3,HealthTech,London,6,52,7.1,68.52,1
13.26,4,AI/ML,Berlin,2,127,2.9,58.44,1
2.63,1,E-commerce,Singapore,14,137,0.3,42.23,1
5.11,2,Cybersecurity,Austin,15,91,3.1,55.35,0
1.16,6,CleanTech,Boston,12,229,2.6,57.22,1
14.38,7,HealthTech,Seattle,9,25,4.6,67.31,0
15.05,1,FinTech,Austin,17,217,10.7,69.33,0
11.89,1,E-commerce,Boston,6,186,4.8,52.9,1
53.46,1,AI/ML,Boston,7,77,10.2,66.95,0
60.25,6,Cybersecurity,Boston,0,192,6.8,67.63,1
15.33,3,AI/ML,Seattle,12,108,0.4,58.52,1
2.15,3,AI/ML,London,1,242,2.5,50.54,1
33.69,1,EdTech,Berlin,11,11,11.2,59.34,1
31.67,7,FinTech,Boston,14,9,7.4,72.3,1
24.76,4,Cybersecurity,Toronto,3,136,11.2,74.91,1
48.5,6,CleanTech,Seattle,11,233,3.9,66.14,0
5.67,5,HealthTech,Singapore,5,17,8.7,67.89,1
135.47,1,E-commerce,New York,7,194,9.3,67.19,1
6.96,6,EdTech,New York,9,234,11.7,74.46,1
38.44,4,SaaS,Seattle,4,122,0.5,60.91,1
3.36,5,CleanTech,Boston,14,216,11.4,77.58,0
7.17,2,CleanTech,Seattle,7,189,4.9,64.04,0
82.8,6,HealthTech,New York,8,55,10.1,76.06,0
14.0,7,EdTech,Seattle,14,213,6.7,79.27,1
42.09,3,CleanTech,Berlin,4,175,6.9,58.97,1
23.03,1,Cybersecurity,Singapore,8,5,4.5,60.67,1
16.36,6,FinTech,Austin,17,142,10.0,77.96,1
71.08,7,CleanTech,Boston,7,164,3.4,72.04,0
14.34,4,SaaS,London,2,200,6.1,61.7,1
3.06,5,AI/ML,London,5,193,6.9,71.83,1
8.14,2,FinTech,Singapore,17,119,9.0,72.15,1
31.54,1,E-commerce,Boston,13,76,5.8,51.73,1
26.99,7,E-commerce,Berlin,14,49,8.3,69.61,1
3.79,4,E-commerce,Toronto,4,24,6.0,46.28,0
8.81,2,CleanTech,Austin,15,160,8.0,62.77,1
10.16,5,Cybersecurity,Toronto,7,240,8.2,65.93,1
12.61,1,CleanTech,Boston,14,21,8.6,58.64,0
4.59,1,E-commerce,Boston,15,176,9.9,74.28,1
9.7,2,Cybersecurity,Berlin,3,146,6.6,66.0,1
8.77,4,E-commerce,Berlin,16,44,2.6,49.47,1
39.31,3,E-commerce,London,11,54,8.3,66.16,0
40.82,2,AI/ML,Austin,13,72,1.2,59.41,0
15.71,3,CleanTech,San Francisco,13,171,2.9,59.33,0
12.28,3,FinTech,Bangalore,3,76,9.6,65.07,0
20.9,4,AI/ML,Toronto,13,207,5.4,67.57,1
8.03,4,SaaS,Toronto,3,93,6.1,54.63,1
5.77,7,Cybersecurity,London,4,29,11.9,70.52,1
7.1,6,FinTech,Toronto,2,25,3.1,59.25,1
9.63,3,E-commerce,Seattle,3,101,0.5,49.88,1
5.68,7,HealthTech,San Francisco,17,103,1.6,64.79,1
21.37,4,Cybersecurity,New York,5,183,3.2,58.37,1
37.7,2,CleanTech,Austin,6,120,8.8,62.57,0
3.72,3,HealthTech,Boston,8,42,9.4,68.93,0
18.64,6,CleanTech,Bangalore,12,54,6.9,66.74,1
14.59,6,SaaS,Boston,10,142,3.3,71.67,0
25.57,3,Cybersecurity,Berlin,9,84,6.4,59.62,1
17.94,2,E-commerce,Austin,15,168,0.5,52.53,1
4.25,2,FinTech,Berlin,8,230,8.3,62.79,1
5.14,1,HealthTech,London,13,89,7.5,64.27,0
18.72,5,SaaS,New York,16,138,0.6,58.44,1
50.84,4,HealthTech,Seattle,12,208,9.9,79.04,1
1.99,4,HealthTech,New York,0,54,9.2,55.2,0
25.68,5,Cybersecurity,Toronto,4,128,3.9,68.72,0
59.72,6,CleanTech,Singapore,11,77,7.7,70.3,1
15.6,6,SaaS,Bangalore,8,157,7.3,71.14,1
31.51,1,HealthTech,Toronto,5,186,2.0,58.08,0
9.0,5,HealthTech,Austin,6,36,2.6,62.64,0
16.13,7,Cybersecurity,Singapore,1,48,8.3,65.24,1
3.59,6,EdTech,New York,4,7,11.2,70.17,1
1.74,3,FinTech,Bangalore,14,4,7.0,66.37,1
46.65,3,SaaS,Singapore,0,14,6.9,50.68,0
6.79,7,SaaS,Berlin,15,177,7.9,79.83,1
11.52,1,AI/ML,Bangalore,6,226,5.5,60.08,0
4.54,4,EdTech,Toronto,14,103,0.9,52.42,1
4.44,1,Cybersecurity,Toronto,4,220,4.9,50.76,0
15.27,7,E-commerce,New York,14,182,10.8,75.46,1
8.76,1,Cybersecurity,San Francisco,10,202,9.7,58.77,0
26.52,1,EdTech,Bangalore,15,185,11.2,63.32,1
28.58,3,E-commerce,Austin,1,51,2.1,47.54,0
25.05,2,EdTech,Seattle,14,131,6.2,56.21,1
23.07,4,E-commerce,San Francisco,4,132,7.1,67.46,1
88.04,3,E-commerce,Berlin,6,161,2.8,54.48,1
6.25,3,EdTech,Toronto,0,199,2.7,45.98,1
17.2,4,Cybersecurity,Toronto,17,29,9.4,66.66,0
56.41,4,CleanTech,London,11,169,8.2,70.31,1
64.36,7,Cybersecurity,Berlin,17,208,7.9,75.23,1
4.39,4,HealthTech,London,10,30,3.4,56.44,1
13.3,4,E-commerce,Seattle,2,104,6.2,60.01,0
70.68,5,FinTech,London,6,224,0.6,61.65,1
30.21,2,FinTech,Bangalore,7,8,1.8,44.57,0
22.09,5,Cybersecurity,Austin,2,41,6.4,61.48,1
14.62,7,HealthTech,Seattle,16,201,3.9,72.58,1
12.38,3,CleanTech,Berlin,17,44,11.6,70.5,1
24.25,2,SaaS,London,10,176,5.8,61.14,1
14.12,3,EdTech,San Francisco,10,225,1.3,60.21,1
17.42,2,FinTech,Austin,12,125,0.5,49.9,1
19.66,5,E-commerce,Berlin,12,122,8.8,64.24,1
9.23,7,E-commerce,Berlin,1,108,2.3,56.4,0
30.94,5,SaaS,Singapore,9,94,2.5,67.56,1
335.04,1,CleanTech,Bangalore,13,96,5.3,58.56,0
3.07,3,EdTech,Berlin,14,139,3.4,55.29,0
25.13,5,AI/ML,London,10,224,7.5,77.33,1
8.5,3,EdTech,Boston,16,245,6.0,61.86,0
32.38,5,AI/ML,Boston,10,216,1.6,72.75,1
19.04,5,HealthTech,Toronto,6,31,9.5,66.01,1
38.93,3,SaaS,Seattle,7,78,5.3,56.92,0
58.88,5,AI/ML,Singapore,12,189,7.4,71.16,0
22.03,3,AI/ML,New York,15,137,0.3,58.08,1
56.38,1,SaaS,New York,4,84,7.6,56.88,1
1.74,3,E-commerce,Austin,5,79,3.6,64.37,1
89.16,4,AI/ML,New York,11,31,6.1,68.25,1
26.44,1,EdTech,Berlin,13,84,3.8,55.25,0
53.4,7,HealthTech,Berlin,7,106,12.0,75.58,1
5.37,4,E-commerce,London,11,105,3.0,55.67,0
7.92,1,Cybersecurity,Austin,0,138,11.0,64.02,1
21.03,7,CleanTech,London,5,69,11.0,68.01,0
17.87,6,E-commerce,New York,17,53,5.2,61.67,0
24.12,1,Cybersecurity,Seattle,10,222,3.9,56.88,0
53.76,2,Cybersecurity,New York,15,102,4.8,67.76,1
3.11,3,AI/ML,San Francisco,3,65,11.9,68.72,1
48.13,4,FinTech,New York,5,159,7.5,70.19,1
18.33,6,E-commerce,New York,17,136,6.7,69.89,1
14.82,3,AI/ML,Seattle,17,144,0.7,64.66,0
4.17,5,EdTech,London,15,56,10.2,63.78,1
30.06,1,CleanTech,Berlin,5,181,1.3,52.82,1
1.63,5,CleanTech,Seattle,14,49,0.8,56.12,1
34.76,7,EdTech,New York,8,209,3.5,70.84,1
4.09,4,SaaS,San Francisco,15,107,5.9,63.29,1
19.17,4,HealthTech,Singapore,15,103,10.8,72.24,1
16.13,3,HealthTech,Bangalore,7,98,9.5,65.62,0
58.53,7,EdTech,Austin,5,106,2.6,58.64,1
15.2,1,EdTech,Austin,17,166,4.7,50.77,0
9.08,3,EdTech,Boston,8,125,9.4,62.7,1
10.95,1,HealthTech,Austin,7,33,6.5,57.28,1
64.9,7,SaaS,Austin,11,142,2.3,63.52,1
31.07,4,AI/ML,Seattle,16,68,4.9,64.79,0
12.36,7,EdTech,Singapore,2,28,7.6,56.97,1
14.35,5,AI/ML,Singapore,17,210,11.7,75.57,0
3.79,4,EdTech,Bangalore,7,79,8.0,66.45,1
26.8,4,E-commerce,Boston,0,149,0.5,52.02,1
3.13,2,E-commerce,Seattle,5,44,8.5,57.87,0
38.54,4,Cybersecurity,Boston,8,86,3.2,62.08,0
20.67,5,FinTech,San Francisco,12,97,10.4,72.29,1
197.74,7,CleanTech,Boston,10,35,4.8,73.85,0
6.05,4,EdTech,Austin,2,243,2.6,63.84,0
16.4,7,FinTech,Seattle,8,79,5.8,71.12,1
109.76,7,E-commerce,New York,4,146,3.3,74.98,1
59.82,4,HealthTech,Singapore,4,142,3.1,57.27,1
9.06,4,HealthTech,Toronto,12,108,7.0,60.59,1
22.74,1,Cybersecurity,Bangalore,14,147,9.3,61.1,0
18.21,2,HealthTech,San Francisco,2,142,10.1,65.42,1
24.09,7,AI/ML,New York,10,21,5.0,77.58,1
9.04,1,HealthTech,Bangalore,7,167,1.1,49.06,0
16.62,3,FinTech,Toronto,6,30,6.0,55.85,1
3.68,5,FinTech,London,12,109,5.4,63.45,0
20.8,2,FinTech,Boston,4,92,2.6,59.91,1
28.5,7,SaaS,London,13,113,10.8,80.2,1
14.48,5,SaaS,London,7,19,11.7,69.31,1
3.61,1,FinTech,Toronto,1,175,0.9,38.28,1
48.84,2,EdTech,London,14,105,9.6,61.22,0
26.17,6,EdTech,San Francisco,15,17,7.9,75.65,1
8.79,7,AI/ML,Berlin,10,2,3.4,64.74,1
13.73,7,Cybersecurity,Singapore,13,135,7.7,73.46,1
4.05,6,E-commerce,Austin,2,167,1.8,64.55,0
6.52,1,Cybersecurity,New York,6,137,1.1,60.32,0
10.61,6,HealthTech,New York,6,180,11.9,76.39,1
62.08,1,HealthTech,Toronto,13,189,7.7,63.12,0
9.59,1,CleanTech,Seattle,6,218,3.3,51.14,1
34.47,5,EdTech,London,13,245,5.6,66.05,1
10.61,4,CleanTech,Bangalore,5,221,11.4,63.19,0
23.29,5,SaaS,San Francisco,10,199,5.4,62.82,1
15.78,6,HealthTech,Austin,3,108,10.8,65.88,0
43.51,1,CleanTech,Toronto,10,126,10.5,68.34,1
10.65,4,AI/ML,London,1,154,4.3,53.87,0
3.77,6,CleanTech,San Francisco,13,44,8.4,77.65,1
4.56,4,SaaS,Singapore,0,170,8.0,57.85,0
10.68,4,HealthTech,New York,17,147,9.3,77.86,1
5.21,4,E-commerce,Singapore,15,131,4.6,59.1,1
27.39,7,FinTech,Singapore,10,208,0.9,59.11,1
11.41,1,E-commerce,Toronto,16,172,2.3,57.13,1
195.31,7,SaaS,Seattle,14,233,7.5,79.82,1
3.2,6,CleanTech,Austin,2,244,9.4,65.41,0
22.28,6,CleanTech,Toronto,13,206,9.1,71.05,1
5.88,3,SaaS,London,6,75,7.1,58.64,0
11.1,4,Cybersecurity,Berlin,15,48,1.3,56.55,1
20.93,3,FinTech,New York,15,76,0.5,58.17,1
1.78,2,FinTech,Berlin,17,178,9.5,65.39,0
23.03,7,Cybersecurity,London,8,216,6.7,65.86,1
121.86,4,AI/ML,Austin,3,220,9.5,68.36,1
11.55,6,SaaS,Singapore,2,171,2.2,63.2,1
23.57,1,HealthTech,New York,2,170,5.1,55.82,1
50.65,6,EdTech,Singapore,17,238,11.1,74.44,1
15.43,5,E-commerce,Bangalore,10,172,2.3,54.45,0
10.17,7,CleanTech,London,6,36,1.0,57.43,1
1.87,1,Cybersecurity,New York,8,126,7.9,67.32,0
34.5,4,SaaS,London,3,90,7.3,59.89,0
16.23,4,SaaS,London,10,159,11.4,75.26,1
6.6,4,HealthTech,London,7,159,10.9,71.77,1
20.63,1,FinTech,Austin,14,75,9.1,65.3,1
10.14,4,SaaS,Berlin,0,76,0.5,45.26,1
10.71,3,AI/ML,Austin,16,24,5.9,61.1,1
33.32,5,FinTech,London,1,74,10.8,70.25,1
4.77,2,SaaS,London,7,207,5.4,57.73,1
51.8,4,E-commerce,Berlin,6,164,11.6,70.64,1
4.49,5,CleanTech,Singapore,12,235,7.9,70.55,1
9.37,1,Cybersecurity,Toronto,11,231,1.6,62.3,1
124.33,6,EdTech,Singapore,3,214,6.3,67.74,1
56.11,6,SaaS,Singapore,8,46,8.4,62.58,1
20.04,1,CleanTech,Toronto,9,84,1.1,53.99,0
7.1,1,E-commerce,Austin,8,16,4.3,48.12,1
10.71,6,EdTech,Austin,0,25,8.7,69.66,1
19.56,2,E-commerce,London,3,59,2.1,56.08,1
18.87,7,HealthTech,Seattle,9,71,4.4,66.47,0
16.6,4,SaaS,Singapore,4,5,8.4,64.03,1
17.62,3,EdTech,San Francisco,9,211,9.4,65.98,1
14.67,2,Cybersecurity,New York,2,132,6.4,59.74,1
4.3,5,FinTech,Singapore,13,164,11.5,76.87,1
10.84,1,CleanTech,Toronto,3,164,11.1,66.38,1
45.36,3,EdTech,Boston,11,241,5.8,66.58,1
4.63,3,FinTech,Boston,15,38,2.2,57.45,1
15.04,2,E-commerce,London,6,86,9.3,71.9,1
8.01,3,E-commerce,Seattle,2,78,3.1,50.34,1
20.31,4,HealthTech,New York,0,138,10.2,59.96,1
12.32,5,FinTech,London,6,132,7.2,63.21,1
79.63,1,FinTech,Toronto,2,197,4.9,62.21,1
30.16,7,SaaS,Singapore,15,141,6.8,72.26,0
4.89,7,HealthTech,Toronto,17,60,6.5,70.87,0
35.56,5,E-commerce,Berlin,17,142,11.1,70.25,1
8.38,7,FinTech,Toronto,16,241,2.8,66.38,1
10.21,3,CleanTech,Austin,10,145,11.2,65.6,1
24.87,6,CleanTech,San Francisco,5,148,0.7,63.54,0
11.11,6,E-commerce,New York,8,45,9.3,69.21,1
44.38,4,Cybersecurity,Bangalore,4,3,11.1,66.04,1
8.38,2,Cybersecurity,Berlin,15,53,4.9,59.68,0
9.79,4,FinTech,Austin,7,8,1.2,51.36,1
9.43,7,EdTech,Toronto,6,114,9.7,65.39,1
10.32,7,CleanTech,Boston,12,220,10.2,70.2,1
54.55,4,EdTech,London,6,112,4.2,72.6,1
34.08,2,E-commerce,Austin,6,162,6.4,64.8,0
100.48,6,CleanTech,San Francisco,4,214,9.8,78.61,1
175.5,1,Cybersecurity,Austin,1,191,2.5,48.57,1
6.48,2,EdTech,Austin,0,163,7.7,54.66,1
19.5,4,EdTech,London,7,196,5.3,59.25,1
5.61,7,FinTech,San Francisco,17,71,2.3,63.11,0
8.35,3,EdTech,Austin,4,106,10.0,61.2,0
9.68,4,EdTech,London,11,100,4.1,66.09,0
6.31,3,SaaS,Boston,5,200,11.2,71.96,0
6.35,4,SaaS,Berlin,5,103,7.0,58.99,1
15.73,1,CleanTech,Berlin,2,234,6.3,53.7,1
5.38,5,CleanTech,Bangalore,10,48,5.3,64.7,1
42.19,5,E-commerce,Toronto,11,44,5.0,58.84,1
7.26,3,FinTech,Austin,6,179,9.9,68.35,1
301.74,2,SaaS,Berlin,9,191,8.2,67.16,1
11.57,6,E-commerce,Berlin,8,170,9.4,71.44,1
19.53,2,HealthTech,London,4,78,5.2,59.51,0
4.98,1,SaaS,Singapore,12,4,3.4,45.91,0
100.09,1,E-commerce,New York,9,81,1.3,48.37,0
55.67,7,CleanTech,Boston,1,117,9.4,66.33,0
24.46,3,CleanTech,Toronto,8,104,5.2,52.35,0
4.73,1,SaaS,Toronto,7,230,6.3,57.22,1
22.44,7,SaaS,San Francisco,14,216,5.8,76.36,1
5.92,2,SaaS,Seattle,5,194,5.3,52.75,0
78.44,3,E-commerce,Austin,17,7,8.3,62.44,0
40.82,1,SaaS,New York,11,33,7.4,63.99,1
19.99,5,SaaS,San Francisco,2,109,11.7,65.73,1
1.59,5,HealthTech,London,7,156,1.9,59.62,0
6.8,6,SaaS,Berlin,15,170,7.0,75.93,1
36.15,2,HealthTech,London,4,75,1.0,55.0,0
61.12,3,AI/ML,Boston,12,29,9.8,61.35,0
55.1,7,Cybersecurity,Singapore,14,83,7.5,75.48,0
3.7,6,CleanTech,Berlin,12,198,5.3,63.4,0
24.57,1,SaaS,Bangalore,1,246,9.7,62.81,1
50.17,5,Cybersecurity,Boston,6,235,5.6,64.65,0
3.46,6,Cybersecurity,Austin,6,149,3.0,62.88,0
18.03,4,SaaS,Seattle,6,24,5.8,58.98,1
23.9,5,CleanTech,London,15,241,1.1,62.03,0
13.45,1,EdTech,Seattle,0,39,10.8,53.34,0
2.85,1,Cybersecurity,Toronto,9,68,8.9,59.3,0
13.12,1,EdTech,San Francisco,17,243,9.2,60.88,1
13.1,2,EdTech,London,15,126,10.5,68.71,1
15.67,7,HealthTech,Seattle,10,51,9.6,75.06,0
10.35,5,CleanTech,Austin,17,126,5.4,58.98,1
11.67,6,EdTech,Berlin,7,21,1.7,60.51,0
17.47,3,CleanTech,Toronto,11,80,4.7,57.88,1
28.29,7,FinTech,London,9,238,11.2,79.2,1
13.4,2,AI/ML,San Francisco,0,76,11.4,68.36,1
12.07,7,SaaS,San Francisco,0,223,9.3,72.77,0
19.93,1,SaaS,Seattle,16,136,2.7,61.01,1
2.66,1,HealthTech,Berlin,3,164,2.6,49.11,1
29.28,1,FinTech,Boston,6,176,10.6,70.46,0
18.16,6,EdTech,Boston,11,138,2.0,62.56,0
18.91,2,SaaS,Toronto,10,10,7.1,59.69,1
47.5,4,CleanTech,San Francisco,9,229,4.7,67.2,1
2.58,4,SaaS,San Francisco,17,119,3.8,69.0,0
2.52,6,HealthTech,New York,14,164,8.2,75.63,1
23.9,3,EdTech,Bangalore,16,139,11.5,67.1,1
18.05,1,AI/ML,Seattle,11,165,9.4,64.04,0
21.55,3,SaaS,New York,17,89,6.0,64.71,1
11.45,3,Cybersecurity,Boston,10,211,5.5,60.29,1
35.32,6,SaaS,Bangalore,9,57,10.9,68.84,0
46.18,6,AI/ML,Berlin,14,164,7.1,64.48,1
29.49,1,FinTech,Austin,15,145,6.1,54.78,1
14.0,6,HealthTech,Austin,1,126,8.3,75.15,1
2.21,1,CleanTech,San Francisco,16,7,3.1,48.07,1
39.22,5,EdTech,Singapore,12,98,1.0,66.26,0
61.67,3,SaaS,New York,16,13,10.3,69.8,0
34.62,3,AI/ML,Austin,12,126,7.4,67.07,0
7.54,4,FinTech,Boston,16,172,2.2,55.58,1
35.65,3,AI/ML,Berlin,4,131,3.8,59.47,0
42.97,6,EdTech,Berlin,3,189,11.9,78.76,1
86.39,7,HealthTech,Singapore,3,91,7.7,76.52,0
7.57,6,SaaS,Austin,4,77,7.7,68.64,0
14.49,4,SaaS,Boston,3,113,1.1,50.0,0
38.37,4,HealthTech,Boston,7,58,11.6,67.93,0
19.25,4,AI/ML,San Francisco,3,200,10.7,69.77,1
5.95,6,E-commerce,Singapore,2,202,6.7,69.19,1
27.51,4,EdTech,London,9,105,3.9,67.29,1
32.42,4,Cybersecurity,Seattle,14,198,8.5,71.54,0
19.85,3,AI/ML,Bangalore,2,8,10.1,60.5,1
